ticker,category,bin,direction,p,y,gross_pnl,fee,net_pnl
KXU3-26APR-T3.9,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.03999999999999998,0.0026879999999999986,-0.042687999999999976
KXU3-26APR-T4.6,Economics,"(-0.001, 0.1]",1,0.02,0.0,-0.05,0.0033250000000000003,-0.053325000000000004
KXU3-26APR-T4.0,Economics,"(0.9, 1.0]",-1,0.96,1.0,-0.09500000000000003,0.006018250000000002,-0.10101825000000003
KXU3-26APR-T4.3,Economics,"(0.4, 0.5]",-1,0.4821,0.0,0.43209999999999993,0.0171772713,0.4149227286999999
KXPAYROLLS-26APR-T150000,Economics,"(-0.001, 0.1]",1,0.06,0.0,-0.105,0.006578250000000001,-0.11157824999999999
KXU3-26APR-T4.1,Economics,"(0.8, 0.9]",-1,0.83,1.0,-0.22500000000000003,0.012206250000000002,-0.23720625000000004
KXPAYROLLS-26APR-T200000,Economics,"(-0.001, 0.1]",1,0.04,0.0,-0.055,0.0036382500000000004,-0.05863825
KXPAYROLLS-26APR-T-100000,Economics,"(0.9, 1.0]",-1,0.97,1.0,-0.040000000000000036,0.0026880000000000025,-0.04268800000000004
KXUSNFP-26MAY08-T240,Economics,"(-0.001, 0.1]",1,0.07,0.0,-0.1,0.006300000000000001,-0.1063
KXUSNFP-26MAY08-T220,Economics,"(-0.001, 0.1]",1,0.08,0.0,-0.11,0.0068530000000000015,-0.116853
KXUSNFP-26MAY08-T200,Economics,"(-0.001, 0.1]",1,0.09,0.0,-0.125,0.007656250000000001,-0.13265625
KXUSNFP-26MAY08-T100,Economics,"(0.4, 0.5]",-1,0.42,1.0,-0.625,0.01640625,-0.64140625
KXATPMATCH-26MAY08STRLEH-STR,Sports,"(0.1, 0.2]",1,0.1683,0.0,-0.6083,0.016678977700000003,-0.6249789777
KXATPMATCH-26MAY08RUUSVA-RUU,Sports,"(0.8, 0.9]",-1,0.9,1.0,-0.5399999999999999,0.017388000000000004,-0.5573879999999999
KXPRESSBRIEFINGCOUNT-26MAY-A1,Politics,"(0.8, 0.9]",-1,0.9,1.0,-0.12999999999999995,0.007916999999999999,-0.13791699999999996
KXXRP15M-26MAY081045-45,Crypto,"(0.2, 0.3]",-1,0.2268,1.0,-0.7782,0.012082333200000002,-0.7902823332
KXMLBMENTION-26MAY07STLSD-WHAT,Mentions,"(0.2, 0.3]",-1,0.26,0.0,0.025000000000000022,0.0017062500000000016,0.02329375000000002
KXMLBMENTION-26MAY07TBBOS-PITC,Mentions,"(0.3, 0.4]",-1,0.4,0.0,-0.08999999999999986,0.0006930000000000006,-0.09069299999999986
KXNASDAQ100U-26MAY08H1100-T28859.99,Financials,"(0.9, 1.0]",-1,0.92,1.0,-0.20999999999999996,0.011613,-0.22161299999999998
KXSOLD-26MAY0812-T88.9999,Crypto,"(0.2, 0.3]",-1,0.266,1.0,-1.009,0.0006930000000000006,-1.009693
KXINXU-26MAY08H1300-T7374.9999,Financials,"(0.9, 1.0]",-1,0.9101,1.0,-0.11489999999999995,0.007118859299999997,-0.12201885929999995
KXTRUMPMENTION-26MAY08-BLOC,Mentions,"(0.8, 0.9]",-1,0.88,0.0,0.44999999999999996,0.017325,0.432675
KXTRUMPMENTION-26MAY08-UKRA,Mentions,"(0.4, 0.5]",-1,0.4047,0.0,-0.025299999999999878,0.0006930000000000006,-0.025992999999999877
KXTRUMPMENTION-26MAY08-HANT,Mentions,"(0.9, 1.0]",-1,0.98,0.0,0.565,0.01720425,0.5477957499999999
KXTRUMPMENTION-26MAY08-NQE,Mentions,"(0.9, 1.0]",-1,0.91,0.0,0.48,0.017472,0.462528
KXTRUMPMENTION-26MAY08-HOTT,Mentions,"(0.7, 0.8]",-1,0.74,0.0,0.31000000000000005,0.014973000000000004,0.29502700000000004
KXINXU-26MAY08H1500-T7379.9999,Financials,"(0.9, 1.0]",-1,0.93,1.0,-0.08999999999999991,0.005732999999999996,-0.09573299999999992
KXCS2GAME-26MAY081500ISGMIBR.F-ISG,Sports,"(0.8, 0.9]",-1,0.82,1.0,-0.65,0.015925,-0.665925
KXWTASETWINNER-26MAY07SAKRYB-1-SAK,Sports,"(0.1, 0.2]",1,0.16,0.0,-0.65,0.015925,-0.665925
KXINXU-26MAY08H1600-T7174.9999,Financials,"(0.9, 1.0]",-1,0.99,1.0,-0.030000000000000027,0.002037000000000002,-0.03203700000000003
KXUSFLYCAN-26MAY08-T1900,Economics,"(0.8, 0.9]",-1,0.83,1.0,-0.655,0.015818250000000002,-0.6708182500000001
KXUSFLYCAN-26MAY08-T1600,Economics,"(0.9, 1.0]",-1,0.9189,1.0,-0.5660999999999999,0.017194155300000003,-0.5832941553
KXUSFLYCAN-26MAY08-T1700,Economics,"(0.9, 1.0]",-1,0.92,1.0,-0.565,0.017204250000000004,-0.58220425
KXUSFLYCAN-26MAY08-T1800,Economics,"(0.8, 0.9]",-1,0.8328,1.0,-0.6522,0.015878461200000003,-0.6680784612
KXUSFLYCAN-26MAY08-T2400,Economics,"(0.4, 0.5]",-1,0.4767,1.0,-1.0083,0.0006930000000000006,-1.008993
KXUSFLYCAN-26MAY08-T2800,Economics,"(0.8, 0.9]",-1,0.88,0.0,0.395,0.016728250000000004,0.37827175
KXDOTA2GAME-26MAY081400L1GAPARI-L1GA,Sports,"(0.1, 0.2]",1,0.14,0.0,-0.61,0.016653,-0.626653
KXTRUMPMENTION-26MAY07-NQE,Mentions,"(0.5, 0.6]",-1,0.6,1.0,-0.885,0.00712425,-0.8921242500000001
KXTRUFTSA-26MAY08-T2850000,Economics,"(-0.001, 0.1]",1,0.01,0.0,-0.46,0.017388000000000004,-0.47738800000000003
KXTRUFTSA-26MAY08-T2550000,Economics,"(0.9, 1.0]",-1,0.9556,1.0,-0.2444,0.012926804800000002,-0.25732680480000003
KXTRUFTSA-26MAY08-T2950000,Economics,"(-0.001, 0.1]",1,0.01,0.0,-0.385,0.016574250000000002,-0.40157425
KXTRUFTSA-26MAY08-T2050000,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.41000000000000003,0.016933,-0.426933
KXTRUEV-26MAY08-T1299.69,Economics,"(-0.001, 0.1]",1,0.06,0.0,-0.5549999999999999,0.017288250000000005,-0.5722882499999999
KXTRUEV-26MAY08-T1289.69,Economics,"(-0.001, 0.1]",1,0.06,0.0,-0.55,0.017325,-0.5673250000000001
KXTRUEV-26MAY08-T1269.69,Economics,"(0.4, 0.5]",-1,0.47,0.0,-0.02499999999999991,0.0006930000000000006,-0.02569299999999991
KXTRUEV-26MAY08-T1229.69,Economics,"(0.9, 1.0]",-1,0.9367,1.0,-0.5533,0.0173011377,-0.5706011377
KXTRUEV-26MAY08-T1219.69,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.5,0.0175,-0.5175
KXMLBHR-26MAY081810HOUCIN-CINNLOWE31-1,Sports,"(0.1, 0.2]",1,0.18,0.0,-0.215,0.011814250000000002,-0.22681425
KXPGAMAKECUT-ONMBC26-BKOE,Sports,"(0.7, 0.8]",-1,0.7999,1.0,-0.6800999999999999,0.015229479300000003,-0.6953294792999999
KXNBASPREAD-26MAY08NYKPHI-PHI14,Sports,"(0.1, 0.2]",1,0.15,0.0,-0.245,0.012948250000000001,-0.25794825
KXMLBHIT-26MAY081907LAATOR-TORVGUERRERO27-2,Sports,"(0.2, 0.3]",-1,0.3,0.0,-0.19499999999999984,0.0006930000000000006,-0.19569299999999984
KXBTCD-26MAY0822-T80299.99,Crypto,"(0.2, 0.3]",-1,0.2567,1.0,-0.7483000000000001,0.013184297699999998,-0.7614842977
KXNBAPTS-26MAY08NYKPHI-PHITMAXEY0-35,Sports,"(0.1, 0.2]",1,0.14,0.0,-0.635,0.016224250000000003,-0.6512242500000001
KXMLBHR-26MAY081940DETKC-DETSTORKELSON20-1,Sports,"(0.1, 0.2]",1,0.15,0.0,-0.22999999999999998,0.012397,-0.24239699999999997
KXMLBHIT-26MAY081940DETKC-KCMMASSEY19-1,Sports,"(0.5, 0.6]",-1,0.57,1.0,-0.47500000000000003,0.017456250000000003,-0.49245625000000004
KXMLBMENTION-26MAY08MINCLE-DOUB,Mentions,"(0.8, 0.9]",-1,0.82,1.0,-0.665,0.01559425,-0.6805942500000001
KXMLBMENTION-26MAY08MINCLE-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.49,0.017493,-0.507493
KXMLBMENTION-26MAY08MINCLE-BULL,Mentions,"(0.8, 0.9]",-1,0.885,1.0,-0.6,0.016800000000000002,-0.6168
KXNCAABBGAME-26MAY081900DBDGET-DBD,Sports,"(0.1, 0.2]",1,0.12,0.0,-0.31,0.014972999999999998,-0.324973
KXCHEXPORTS-26MAY08-T10,Economics,"(0.4, 0.5]",-1,0.49,1.0,-0.98,0.0013720000000000015,-0.981372
KXCHEXPORTS-26MAY08-T14,Economics,"(0.4, 0.5]",-1,0.49,1.0,-1.005,0.0006930000000000006,-1.005693
KXCHTRADEBAL-26MAY08-T40.0,Economics,"(0.9, 1.0]",-1,0.94,1.0,-0.555,0.01728825,-0.57228825
KXCHTRADEBAL-26MAY08-T130.0,Economics,"(-0.001, 0.1]",1,0.07,0.0,-0.565,0.017204250000000004,-0.58220425
KXCHEXPORTS-26MAY08-T8,Economics,"(0.4, 0.5]",-1,0.49,1.0,-0.98,0.0013720000000000015,-0.981372
KXMLBTEAMTOTAL-26MAY082005CHCTEX-TEX7,Sports,"(0.2, 0.3]",-1,0.22,0.0,-0.18000000000000016,0.0006930000000000006,-0.18069300000000016
KXNHLGOAL-26MAY08MTLBUF-BUFBBYRAM4-1,Sports,"(0.1, 0.2]",1,0.14,0.0,-0.625,0.01640625,-0.64140625
KXUSLGAME-26MAY08CSSOC-CSS,Sports,"(0.5, 0.6]",-1,0.57,0.0,0.08999999999999997,0.0057329999999999985,0.08426699999999997
KXAAAGASD-26MAY09-4.585,Economics,"(-0.001, 0.1]",1,0.06,0.0,-0.5549999999999999,0.017288250000000005,-0.5722882499999999
KXAAAGASD-26MAY09-4.515,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.505,0.017498250000000003,-0.52249825
KXAAAGASD-26MAY09-4.520,Economics,"(-0.001, 0.1]",1,0.01,1.0,0.495,0.017498250000000003,0.47750175
KXAAAGASD-26MAY09-4.510,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.505,0.017498250000000003,-0.52249825
KXAAAGASD-26MAY09-4.530,Economics,"(0.8, 0.9]",-1,0.81,0.0,0.31500000000000006,0.015104250000000003,0.29989575000000007
KXAAAGASD-26MAY09-4.525,Economics,"(0.9, 1.0]",-1,0.91,1.0,-0.585,0.016994250000000002,-0.60199425
KXAAAGASD-26MAY09-4.550,Economics,"(-0.001, 0.1]",1,0.1,0.0,-0.595,0.01686825,-0.61186825
KXAAAGASD-26MAY09-4.555,Economics,"(-0.001, 0.1]",1,0.0912,0.0,-0.5862,0.0169798692,-0.6031798692000001
KXAAAGASD-26MAY09-4.560,Economics,"(-0.001, 0.1]",1,0.03,0.0,-0.525,0.017456250000000003,-0.54245625
KXMLBMENTION-26MAY08STLSD-TRIP,Mentions,"(0.8, 0.9]",-1,0.82,1.0,-0.665,0.01559425,-0.6805942500000001
KXMLBMENTION-26MAY08STLSD-BULL,Mentions,"(0.9, 1.0]",-1,0.917,1.0,-0.568,0.017176320000000005,-0.58517632
KXMLBMENTION-26MAY08STLSD-PETC,Mentions,"(0.8, 0.9]",-1,0.82,1.0,-0.665,0.01559425,-0.6805942500000001
KXMLBMENTION-26MAY08STLSD-WHAT,Mentions,"(0.3, 0.4]",-1,0.375,0.0,-0.10999999999999988,0.0006930000000000006,-0.11069299999999987
KXMLBHIT-26MAY082210ATLLAD-ATLMOLSON28-2,Sports,"(0.2, 0.3]",-1,0.23,0.0,-0.2650000000000001,0.0006930000000000006,-0.2656930000000001
KXMLBHIT-26MAY082210ATLLAD-LADWSMITH16-2,Sports,"(0.2, 0.3]",-1,0.22,0.0,0.16999999999999993,0.009876999999999999,0.16012299999999993
KXNBAMENTION-26MAY08NYKPHI-RETI,Mentions,"(0.2, 0.3]",-1,0.2742,0.0,-0.20579999999999998,0.0006930000000000006,-0.20649299999999998
KXNBAMENTION-26MAY08SASMIN-BUZZ,Mentions,"(0.2, 0.3]",-1,0.215,0.0,-0.2650000000000001,0.0006930000000000006,-0.2656930000000001
KXNBAMENTION-26MAY08SASMIN-RETI,Mentions,"(0.2, 0.3]",-1,0.21,0.0,-0.27,0.0006930000000000006,-0.270693
KXNBAMENTION-26MAY08SASMIN-WING,Mentions,"(0.7, 0.8]",-1,0.74,0.0,0.26,0.013468000000000003,0.246532
KXNBAMENTION-26MAY08SASMIN-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.015,0.0010342500000000002,-0.01603425
KXMLBHR-26MAY081905ATHBAL-ATHNKURTZ16-1,Sports,"(0.2, 0.3]",-1,0.2457,0.0,0.13570000000000004,0.008209985700000004,0.12749001430000004
KXMLBHR-26MAY081905ATHBAL-ATHCCORTES26-1,Sports,"(0.1, 0.2]",1,0.14,0.0,-0.19,0.010773000000000001,-0.200773
KXMLBTB-26MAY081910WSHMIA-WSHCABRAMS5-4,Sports,"(0.1, 0.2]",1,0.15,0.0,-0.645,0.01602825,-0.66102825
KXITFWMATCH-26MAY09MIKCHA-MIK,Sports,"(0.7, 0.8]",-1,0.8,1.0,-0.69,0.014973000000000004,-0.704973
KXWTAMATCH-26MAY08GAUSIE-GAU,Sports,"(0.9, 1.0]",-1,0.9325,1.0,-0.49250000000000005,0.0174960625,-0.5099960625000001
KXWTACHALLENGERMATCH-26MAY09VEKMAR-VEK,Sports,"(0.7, 0.8]",-1,0.77,1.0,-0.69,0.014973000000000004,-0.704973
KXMLBMENTION-26MAY08STLSD-WILD,Mentions,"(0.5, 0.6]",-1,0.6,0.0,0.2749999999999999,0.013956249999999998,0.2610437499999999
KXBTC-26MAY0913-B80650,Crypto,"(0.2, 0.3]",-1,0.24,1.0,-0.935,0.004254249999999997,-0.9392542500000001
KXDOGE15M-26MAY091700-00,Crypto,"(0.2, 0.3]",-1,0.3,0.0,0.28,0.014112000000000001,0.265888
KXWTAMATCH-26MAY09BENKAL-BEN,Sports,"(0.7, 0.8]",-1,0.73,0.0,0.585,0.016994250000000002,0.56800575
KXNBATOTAL-26MAY09DETCLE-202,Sports,"(0.7, 0.8]",-1,0.77,1.0,-0.61,0.016653,-0.626653
KXBNB15M-26MAY091800-00,Crypto,"(0.2, 0.3]",-1,0.26,1.0,-0.87,0.007917,-0.877917
KXMLBTOTAL-26MAY091507LAATOR-3,Sports,"(0.9, 1.0]",-1,0.92,1.0,-0.57,0.017157000000000002,-0.5871569999999999
KXMLBTOTAL-26MAY091507LAATOR-17,Sports,"(0.1, 0.2]",1,0.1326,0.0,-0.5276000000000001,0.0174466768,-0.5450466768000001
KXUFCMOV-26MAY09SABGOM-GOMKOTKODQ,Sports,"(0.1, 0.2]",1,0.16,0.0,-0.555,0.01728825,-0.57228825
KXNBAAST-26MAY09DETCLE-CLEDMITCHELL45-4,Sports,"(0.5, 0.6]",-1,0.59,1.0,-0.9,0.0063,-0.9063
KXMLBMENTION-26MAY09HOUCIN-TRAD,Mentions,"(0.6, 0.7]",-1,0.7,1.0,-0.785,0.01181425,-0.7968142500000001
KXMLBMENTION-26MAY09HOUCIN-OHTA,Mentions,"(0.2, 0.3]",-1,0.21,1.0,-1.275,0.0006930000000000006,-1.275693
KXMLBMENTION-26MAY09HOUCIN-BULL,Mentions,"(0.9, 1.0]",-1,0.96,1.0,-0.525,0.017456250000000003,-0.54245625
KXMLBMENTION-26MAY09HOUCIN-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.495,0.01749825,-0.51249825
KXMLBHIT-26MAY091605ATHBAL-ATHCCORTES26-2,Sports,"(0.2, 0.3]",-1,0.24,0.0,0.19500000000000006,0.010988250000000005,0.18401175000000006
KXBNB15M-26MAY091915-15,Crypto,"(0.2, 0.3]",-1,0.2639,0.0,0.12890000000000001,0.0078599353,0.12104006470000002
KXMLBHRR-26MAY091507LAATOR-TORKOKAMOTO7-2,Sports,"(0.5, 0.6]",-1,0.55,1.0,-0.5199999999999999,0.017472,-0.537472
KXBNB15M-26MAY092015-15,Crypto,"(0.2, 0.3]",-1,0.2618,0.0,0.25680000000000003,0.013359763200000001,0.24344023680000001
KXNWSLGAME-26MAY09GOTBOS-GOT,Sports,"(0.8, 0.9]",-1,0.81,0.0,0.7050000000000001,0.014558250000000003,0.6904417500000001
KXBNB15M-26MAY092100-00,Crypto,"(0.2, 0.3]",-1,0.2984,0.0,0.1884,0.0107033808,0.17769661920000002
KXMLBHR-26MAY091805COLPHI-PHIAGARCA53-1,Sports,"(0.1, 0.2]",1,0.16,0.0,-0.195,0.010988250000000001,-0.20598825
KXMLBMENTION-26MAY09HOUCIN-WILD,Mentions,"(0.3, 0.4]",-1,0.31,0.0,-0.17499999999999982,0.0006930000000000006,-0.17569299999999982
KXMLBHRR-26MAY091805COLPHI-COLEJULIEN6-1,Sports,"(0.9, 1.0]",-1,0.99,1.0,-0.375,0.01640625,-0.39140625
KXMLBTOTAL-26MAY091910DETKC-14,Sports,"(0.2, 0.3]",-1,0.21,0.0,-0.18500000000000005,0.0006930000000000006,-0.18569300000000005
KXMLBHIT-26MAY091910DETKC-DETKCARPENTER30-1,Sports,"(0.5, 0.6]",-1,0.59,1.0,-0.88,0.007392000000000001,-0.887392
KXNHLGOAL-26MAY09CARPHI-PHITKONECNY11-1,Sports,"(0.2, 0.3]",-1,0.24,0.0,-0.24,0.0006930000000000006,-0.240693
KXMLBGAME-26MAY091915NYMAZ-AZ,Sports,"(0.5, 0.6]",-1,0.54,1.0,-0.74,0.013468000000000003,-0.753468
KXMLBSPREAD-26MAY091910SEACWS-CWS6,Sports,"(0.2, 0.3]",-1,0.265,0.0,0.20500000000000007,0.011408250000000003,0.19359175000000006
KXMLBHIT-26MAY091915STLSD-STLIHERRERA48-2,Sports,"(0.2, 0.3]",-1,0.25,1.0,-0.795,0.011408249999999998,-0.80640825
KXMLBHRR-26MAY091915STLSD-STLABURLESON41-2,Sports,"(0.5, 0.6]",-1,0.54,0.0,0.27,0.013797000000000002,0.256203
KXNBASPREAD-26MAY09OKCLAL-OKC23,Sports,"(0.1, 0.2]",1,0.12,0.0,-0.49,0.017493,-0.507493
KXMLBTOTAL-26MAY091810MINCLE-3,Sports,"(0.9, 1.0]",-1,0.98,1.0,-0.51,0.017493,-0.527493
KXAAAGASD-26MAY10-4.510,Economics,"(0.9, 1.0]",-1,0.92,1.0,-0.575,0.017106250000000003,-0.59210625
KXAAAGASD-26MAY10-4.515,Economics,"(0.9, 1.0]",-1,0.94,1.0,-0.555,0.01728825,-0.57228825
KXAAAGASD-26MAY10-4.495,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.505,0.017498250000000003,-0.52249825
KXAAAGASD-26MAY10-4.545,Economics,"(-0.001, 0.1]",1,0.06,0.0,-0.5549999999999999,0.017288250000000005,-0.5722882499999999
KXAAAGASD-26MAY10-4.500,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.505,0.017498250000000003,-0.52249825
KXAAAGASD-26MAY10-4.505,Economics,"(0.9, 1.0]",-1,0.99,1.0,-0.505,0.017498250000000003,-0.52249825
KXAAAGASD-26MAY10-4.540,Economics,"(-0.001, 0.1]",1,0.03,0.0,-0.525,0.017456250000000003,-0.54245625
KXMLBHRR-26MAY091810MINCLE-CLECDELAUTER24-2,Sports,"(0.5, 0.6]",-1,0.52,0.0,0.26,0.013468000000000003,0.246532
KXMLBHRR-26MAY091810MINCLE-MINMWALLNER38-1,Sports,"(0.5, 0.6]",-1,0.58,1.0,-0.905,0.006018249999999998,-0.91101825
KXMLBHIT-26MAY092105PITSF-PITBREYNOLDS10-2,Sports,"(0.2, 0.3]",-1,0.24,0.0,0.20499999999999996,0.011408249999999998,0.19359174999999995
KXLIGAMXGAME-26MAY09CRAATL-ATL,Sports,"(0.1, 0.2]",1,0.15,0.0,-0.63,0.016317,-0.646317
KXNBAMENTION-26MAY09OKCLAL-GOAT,Mentions,"(-0.001, 0.1]",1,0.07,0.0,-0.5549999999999999,0.017288250000000005,-0.5722882499999999
KXNBAMENTION-26MAY09OKCLAL-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.015,0.0010342500000000002,-0.01603425
KXNBAMENTION-26MAY09DETCLE-INJU,Mentions,"(0.8, 0.9]",-1,0.875,0.0,0.39,0.016653,0.373347
KXNBAMENTION-26MAY09DETCLE-JORD,Mentions,"(0.3, 0.4]",-1,0.37,0.0,-0.10999999999999988,0.0006930000000000006,-0.11069299999999987
KXNBAMENTION-26MAY09DETCLE-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.015,0.0010342500000000002,-0.01603425
KXBTC-26MAY1005-B80650,Crypto,"(0.2, 0.3]",-1,0.28,0.0,0.06000000000000005,0.003948000000000004,0.056052000000000046
KXFIGHTMENTION-26MAY09CHISTR-DANA,Mentions,"(0.2, 0.3]",-1,0.28,0.0,-0.16999999999999993,0.0006930000000000006,-0.17069299999999993
KXFIGHTMENTION-26MAY09CHISTR-CHAM,Mentions,"(0.7, 0.8]",-1,0.8,1.0,-0.6499999999999999,0.015925000000000005,-0.6659249999999999
KXFIGHTMENTION-26MAY09CHISTR-TIRE,Mentions,"(0.7, 0.8]",-1,0.8,1.0,-0.6499999999999999,0.015925000000000005,-0.6659249999999999
KXFIGHTMENTION-26MAY09VANTAI-CHAM,Mentions,"(0.7, 0.8]",-1,0.8,1.0,-0.45499999999999996,0.017358250000000002,-0.47235825
KXFIGHTMENTION-26MAY09VANTAI-WHAT,Mentions,"(0.2, 0.3]",-1,0.28,1.0,-1.165,0.0006930000000000006,-1.165693
KXFIGHTMENTION-26MAY09VANTAI-LIGH,Mentions,"(-0.001, 0.1]",1,0.1,0.0,-0.545,0.01735825,-0.5623582500000001
KXMLBMENTION-26MAY09STLSD-DOUB,Mentions,"(0.8, 0.9]",-1,0.82,1.0,-0.665,0.01559425,-0.6805942500000001
KXMLBMENTION-26MAY09STLSD-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.495,0.01749825,-0.51249825
KXMLBMENTION-26MAY09STLSD-PETC,Mentions,"(0.8, 0.9]",-1,0.84,1.0,-0.645,0.01602825,-0.66102825
KXMLBMENTION-26MAY09NYMAZ-DOUB,Mentions,"(0.8, 0.9]",-1,0.838,1.0,-0.647,0.01598737,-0.66298737
KXMLBMENTION-26MAY09NYMAZ-MVP,Mentions,"(0.6, 0.7]",-1,0.7,1.0,-0.785,0.01181425,-0.7968142500000001
KXMLBMENTION-26MAY09NYMAZ-BULL,Mentions,"(0.9, 1.0]",-1,0.96,1.0,-0.525,0.017456250000000003,-0.54245625
KXMLBMENTION-26MAY09NYMAZ-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.495,0.01749825,-0.51249825
KXTRUMPACT-26MAY03-T2,Politics,"(0.9, 1.0]",-1,0.95,1.0,-0.08500000000000002,0.005444250000000002,-0.09044425000000002
KXTRUMPACT-26MAY03-T3,Politics,"(0.9, 1.0]",-1,0.92,1.0,-0.11999999999999994,0.0073919999999999975,-0.12739199999999995
KXTRUMPACT-26MAY03-T4,Politics,"(0.9, 1.0]",-1,0.93,1.0,-0.10999999999999993,0.006852999999999997,-0.11685299999999993
KXTRUMPACT-26MAY03-T5,Politics,"(0.8, 0.9]",-1,0.8604,0.0,0.8304,0.009858508799999999,0.8205414912
KXTRUMPENDORSEMENTS-26MAY09-A5,Politics,"(0.8, 0.9]",-1,0.87,0.0,0.8300000000000001,0.009877000000000002,0.820123
KXTRUMPENDORSEMENTS-26MAY09-A3,Politics,"(0.9, 1.0]",-1,0.94,0.0,0.8999999999999999,0.006300000000000002,0.8936999999999999
KXTRUMPACT-26MAY03-T1,Politics,"(0.9, 1.0]",-1,0.99,1.0,-0.030000000000000027,0.002037000000000002,-0.03203700000000003
KXBTC-26MAY1010-B81050,Crypto,"(0.2, 0.3]",-1,0.2698,0.0,0.12980000000000003,0.007906637200000002,0.12189336280000003
KXDENSUPERLIGAGAME-26MAY10SILFCC-FCC,Sports,"(0.5, 0.6]",-1,0.52,1.0,-0.5549999999999999,0.017288250000000005,-0.5722882499999999
KXSNLMENTION-26MAY09-TRUM,Mentions,"(0.5, 0.6]",-1,0.51,0.0,0.06000000000000005,0.003948000000000004,0.056052000000000046
KXSNLMENTION-26MAY09-BENA,Mentions,"(0.6, 0.7]",-1,0.6176,0.0,0.16759999999999997,0.0097657168,0.15783428319999998
KXSNLMENTION-26MAY09-GOOD,Mentions,"(0.5, 0.6]",-1,0.51,0.0,0.06000000000000005,0.003948000000000004,0.056052000000000046
KXSNLMENTION-26MAY09-BOST,Mentions,"(0.5, 0.6]",-1,0.5098,0.0,0.059800000000000075,0.003935677200000005,0.055864322800000074
KXSNLMENTION-26MAY09-JASO,Mentions,"(0.4, 0.5]",-1,0.5,0.0,0.050000000000000044,0.0033250000000000033,0.04667500000000004
KXMLBMENTION-26MAY09NYMAZ-TRAD,Mentions,"(0.8, 0.9]",-1,0.82,1.0,-0.66,0.015708,-0.675708
KXMTPMENTION-26MAY10-DEMO,Mentions,"(0.7, 0.8]",-1,0.8,0.0,0.3500000000000001,0.015925000000000005,0.33407500000000007
KXMTPMENTION-26MAY10-IRAN,Mentions,"(0.4, 0.5]",-1,0.4933,0.0,0.043300000000000116,0.002899757700000008,0.04040024230000011
KXMTPMENTION-26MAY10-REPU,Mentions,"(0.8, 0.9]",-1,0.89,0.0,0.43999999999999995,0.017248,0.42275199999999996
KXMTPMENTION-26MAY10-AFFO,Mentions,"(0.4, 0.5]",-1,0.4067,0.0,-0.043299999999999894,0.0006930000000000006,-0.04399299999999989
KXMTPMENTION-26MAY10-2028,Mentions,"(0.4, 0.5]",-1,0.496,0.0,0.04600000000000004,0.003071880000000003,0.042928120000000035
KXMTPMENTION-26MAY10-RACI,Mentions,"(0.4, 0.5]",-1,0.4016,0.0,-0.0484,0.0006930000000000006,-0.049093
KXFIGHTMENTION-26MAY09VANTAI-DANA,Mentions,"(0.3, 0.4]",-1,0.4,0.0,-0.050000000000000044,0.0006930000000000006,-0.050693000000000044
KXFTNMENTION-26MAY10-NUCL,Mentions,"(0.8, 0.9]",-1,0.9,1.0,-0.55,0.017325,-0.5673250000000001
KXFTNMENTION-26MAY10-HORM,Mentions,"(0.8, 0.9]",-1,0.9,1.0,-0.55,0.017325,-0.5673250000000001
KXFTNMENTION-26MAY10-NQE,Mentions,"(-0.001, 0.1]",1,0.0747,0.0,-0.5247,0.0174572937,-0.5421572937000001
KXFTNMENTION-26MAY10-TRUM,Mentions,"(0.8, 0.9]",-1,0.9,0.0,0.44999999999999996,0.017325,0.432675
KXMLBMENTION-26MAY09STLSD-TRIP,Mentions,"(0.7, 0.8]",-1,0.8,1.0,-0.6799999999999999,0.015232000000000004,-0.695232
KXSNLMENTION-26MAY10-OIL,Mentions,"(0.8, 0.9]",-1,0.84,1.0,-0.6100000000000001,0.016652999999999998,-0.6266530000000001
KXSNLMENTION-26MAY10-NQE,Mentions,"(-0.001, 0.1]",1,0.01,0.0,-0.46,0.017388000000000004,-0.47738800000000003
KXSNLMENTION-26MAY10-AI,Mentions,"(0.8, 0.9]",-1,0.84,0.0,0.3899999999999999,0.016652999999999998,0.37334699999999993
KXSNLMENTION-26MAY10-BALL,Mentions,"(0.4, 0.5]",-1,0.49,0.0,0.04499999999999993,0.0030082499999999957,0.04199174999999993
KXSNLMENTION-26MAY10-ALIE,Mentions,"(0.8, 0.9]",-1,0.89,0.0,0.43999999999999995,0.017248,0.42275199999999996
