feature,importance,importance_sd,price_def
logit_p,0.33731070711865435,0.004937452212378372,first_trade_price
log_early_volume,0.009633681968174356,0.0011281141716520985,first_trade_price
open_spread,0.007997840668991497,0.0007639144722726356,first_trade_price
category,0.005525422413877568,0.0006408149932058282,first_trade_price
log_hours_to_resolution,0.005097708894662112,0.0006475468106396443,first_trade_price
log_open_interest,0.004547113976263895,0.0007051868729779863,first_trade_price
first_trade_frac,0.0014745397053034348,0.0005281139598216198,first_trade_price
open_hour,0.000636966681863127,0.0002032545171489212,first_trade_price
open_dow,-0.0003284804112961948,0.00033297329067902845,first_trade_price
