price_def,scope,n_signal_cells,n_trades,gross_edge,gross_ci_lo,gross_ci_hi,net_edge,net_ci_lo,net_ci_hi,hit_rate
first_trade_price,ALL,24,7865,-0.2896909218054673,-0.3042843750266447,-0.27640121326663813,-0.30049940939618563,-0.314989866291459,-0.28716424807471086,0.24780673871582962
first_trade_price,Crypto,24,282,-0.13185780141843972,-0.18421235657294832,-0.0784715354037978,-0.14057693044787234,-0.192907641096643,-0.08722470308240307,0.5957446808510638
first_trade_price,Economics,24,1914,-0.3249341692789969,-0.3495635309019618,-0.29733840368975795,-0.3381744366888192,-0.3630611361194663,-0.3104420886468515,0.12173458725182863
first_trade_price,Financials,24,244,-0.023063524590163927,-0.07427510408057851,0.027886635303643707,-0.02923358506762295,-0.08087502621147728,0.022103759388106315,0.0942622950819672
first_trade_price,Mentions,24,3747,-0.30449621030157453,-0.323589897731821,-0.28507020486747997,-0.31455933128751,-0.3335566808902346,-0.29523776791065315,0.28796370429677076
first_trade_price,Politics,24,178,0.015469662921348317,-0.08404889705882353,0.11512725080866712,0.005177528715730343,-0.0945660532592794,0.10528631087329764,0.24157303370786518
first_trade_price,Sports,24,1499,-0.3171947965310207,-0.34071964375255626,-0.2947185580488002,-0.3279775761927285,-0.3514894783801795,-0.30556629165727484,0.2688458972648432
