ticker,life_minutes,first_trade_price,first_trade_minute,first_trade_frac,open_spread,open_mid,n_candles,first_day_vwap,first_day_volume,life10_vwap,life10_volume,category
KXBNB-26JUN2702-B397,60.0,,,,0.01,0.005,7,,0.0,,0.0,Crypto
KXETH-26FEB2315-B2180,60.0,,,,0.01,0.005,7,,0.0,,0.0,Crypto
KXSOLE-26FEB1810-B76,60.0,,,,,,0,,0.0,,0.0,Crypto
KXBTC-26FEB0207-B87125,60.0,,,,0.05,0.025,1,,0.0,,0.0,Crypto
KXETH-26MAR2102-B2240,60.0,,,,0.19,0.095,10,,0.0,,0.0,Crypto
KXDOGE-26MAY0708-B0.072,60.0,,,,0.01,0.005,8,,0.0,,0.0,Crypto
KXBTC-25NOV0613-B108375,60.0,,,,0.05,0.025,9,,0.0,,0.0,Crypto
KXETHD-25JUN0715-T2469.99,60.0,,,,0.07999999999999996,0.96,34,,0.0,,0.0,Crypto
KXETH-26JAN2910-B3430,60.0,,,,0.04,0.02,7,,0.0,,0.0,Crypto
KXDOGE-26APR1721-B0.037,60.0,,,,0.01,0.005,10,,0.0,,0.0,Crypto
KXSOLD-26APR2405-T87.9999,60.0,,,,0.02,0.01,2,,0.0,,0.0,Crypto
KXBTCD-26MAR0111-T57499.99,60.0,,,,0.010000000000000009,0.995,9,,0.0,,0.0,Crypto
KXSOLD-26FEB2609-T80.9999,60.0,,,,,,0,,0.0,,0.0,Crypto
KXXRP-26MAY2521-B1.5699500,60.0,,,,0.01,0.005,7,,0.0,,0.0,Crypto
KXBTC-26JAN0700-B85125,60.0,,,,0.79,0.395,3,,0.0,,0.0,Crypto
KXSOLD-26JUN2908-T66.9999,60.0,,,,0.010000000000000009,0.995,25,,0.0,,0.0,Crypto
KXBNB-26MAY1813-B597,60.0,,,,0.01,0.005,2,,0.0,,0.0,Crypto
KXAAAGASD-26MAY02-4.400,869.0,0.98,27.0,0.031070195627157654,0.97,0.495,205,0.9853401308960399,1705.1699999999998,0.9803218124477054,310.74,Economics
KXEZGDPQOQF-26JUN05-T-0.3,23508.766666666666,0.98,246.0,0.010464181447204802,0.99,0.495,82,0.9840999999999999,2700.0,0.9840999999999999,2700.0,Economics
KXTSAW-26MAY03-A2.05,9479.0,,,,0.10999999999999999,0.9450000000000001,10,,0.0,,0.0,Economics
KXTRUFCPI-26MAY05-T1.73,1429.0,,,,,,0,,0.0,,0.0,Economics
KXMUSKWEALTH-27-1200,233479.25,0.34,8584.0,0.036765579810625566,0.98,0.5,3335,,0.0,0.3756088727818046,4001.0,Economics
KXEZGDPQOQF-26JUN05-T0.2,23508.766666666666,0.38,310.0,0.013186570116396295,0.99,0.495,210,0.31549499999999997,20.0,0.21785912882298425,32.37,Economics
KXAAAGASM-26MAY31-5.40,44039.0,0.25,544.0,0.01235268739072186,0.04,0.02,323,0.25,75.0,0.12300914380714881,1203.0,Economics
KXDEZEW-26MAY12-T-42.5,21408.0,0.95,3212.0,0.1500373692077728,0.98,0.5,57,,0.0,,0.0,Economics
KXTRUFTSA-26JUN02-T3020000,1428.0,0.075,1308.0,0.9159663865546218,0.99,0.495,17,0.075,100.0,,0.0,Economics
KXTSAW-25DEC14-A2.75,9479.0,,,,0.1,0.05,112,,0.0,,0.0,Economics
KXCBDECISIONEU-26JUN11-C25P,60064.0,0.04,1273.0,0.02119405966968567,0.98,0.5,224,0.0395,507.0,0.034649779735682826,681.0,Economics
KXPAYROLLS-25JAN-T150000,60385.0,0.6632,17932.0,0.2969611658524468,0.99,0.505,268,,0.0,,0.0,Economics
KXAAAGASD-26APR03-4.055,869.0,0.99,13.0,0.014959723820483314,0.98,0.5,13,0.9810313901345291,669.0,0.9899999999999999,459.0,Economics
KXUE-MEX26MAY-2.7,48655.0,0.45,6457.0,0.13270989620799506,0.98,0.5,270,,0.0,,0.0,Economics
KXCACPIYOY-26MAY19-T2.4,20178.0,0.95,8646.0,0.42848647041332144,0.99,0.495,164,,0.0,,0.0,Economics
KXEZGDPQOQF-26JUN05-T-0.2,23508.766666666666,0.98,276.0,0.011740301135888314,0.99,0.495,87,0.98177304964539,2820.0,0.98177304964539,2820.0,Economics
KXTRUFAIDP-26MAY07-T73.21,1429.0,,,,,,0,,0.0,,0.0,Economics
KXDEIFO-26JUN24-T89.0,47267.0,0.01,10300.0,0.21791101614234032,0.99,0.495,198,,0.0,,0.0,Economics
KXUSGBEEF-26MAY12-T6.68,44549.0,0.77,458.0,0.010280814384161261,0.08000000000000007,0.73,90,0.77,12.0,0.77,12.0,Economics
KXCPICOREYOY-26MAY-T3.3,127585.0,0.06,13129.0,0.10290394638868205,0.99,0.495,484,,0.0,,0.0,Economics
KXTRUFBPPI-26JUN04-T1145,1428.0,0.02,361.0,0.25280112044817926,0.99,0.495,114,0.04736292428198433,11.49,,0.0,Economics
KXTRUEV-26MAY13-T1330.45,1429.0,0.53,68.0,0.04758572428271519,0.99,0.505,508,0.16123602274805865,601.3699999999999,0.4216666666666667,6.0,Economics
KXTSAW-25OCT12-A1.90,9479.0,,,,0.98,0.49,43,,0.0,,0.0,Economics
KXUSNFP-26JUN05-T240,14419.0,0.01,267.0,0.018517234204868577,0.99,0.495,138,0.016669025981379273,10155.35,0.016669025981379273,10155.35,Economics
KXECONSTATCORECPIYOY-26JAN-T2.6,83429.0,0.05,69279.0,0.8303947068765057,0.99,0.495,850,,0.0,,0.0,Economics
KXCBDECISIONAUSTRALIA-26MAY05-H25,69201.4,0.01,21983.0,0.3176669836159384,0.98,0.5,504,,0.0,,0.0,Economics
KXAAAGASD-26MAY22-4.580,909.0,0.0348,227.0,0.24972497249724973,0.99,0.495,324,0.03271788570691434,465.12,,0.0,Economics
KXTRUFAIDP-26APR29-T54.39,1428.0,,,,0.98,0.5,34,,0.0,,0.0,Economics
KXTRUFBFST-26APR27-T89.60,1429.0,0.76,1080.0,0.7557732680195941,0.98,0.5,81,0.6799999999999999,10.0,,0.0,Economics
KXTRUFEGGS-26MAY14-T2.81,1429.0,,,,0.99,0.495,64,,0.0,,0.0,Economics
KXTSAW-25JUL27-A2.60,9479.0,,,,0.18000000000000005,0.9099999999999999,127,,0.0,,0.0,Economics
KXJOBLESSCLAIMS-26JUN04-200000,9985.0,0.97,8468.0,0.8480721081622433,0.15000000000000002,0.905,107,,0.0,,0.0,Economics
KXTSAW-25JAN19-A2.70,9479.0,,,,0.07,0.035,3,,0.0,,0.0,Economics
KXCPIGAS-25MAR-T3,79045.0,,,,0.98,0.5,15,,0.0,,0.0,Economics
KXAAAGASD-26APR18-4.115,884.0,0.01,4.0,0.004524886877828055,0.04,0.030000000000000002,17,0.01,571.0,0.01,571.0,Economics
KXTRUFAIDP-26MAY01-T72.47,1429.0,,,,,,0,,0.0,,0.0,Economics
KXTRUFBPPI-26JUN11-T975,1429.0,0.98,297.0,0.20783764870538837,0.99,0.495,164,0.50677523220432,1002.3499999999999,,0.0,Economics
KXJOBLESSCLAIMS-25AUG28-245000,30150.0,,,,0.1,0.05,477,,0.0,,0.0,Economics
KXTRUFDEAD-26APR29-T414.05,1428.0,,,,0.98,0.5,34,,0.0,,0.0,Economics
KXTRUFTSA-26APR21-T2700000,1429.0,0.78,118.0,0.08257522743177047,0.98,0.5,81,0.08247297297297296,37.0,0.78,1.0,Economics
KXCHEXPORTS-26MAY08-T20,888.0,0.5,93.0,0.10472972972972973,0.8999999999999999,0.5,82,0.22583333333333333,12.0,,0.0,Economics
KXPAYROLLS-25JUN-T150000,58945.0,0.4312,20076.0,0.3405886843667826,0.98,0.5,739,,0.0,,0.0,Economics
KXTRUFEGGS-26MAY15-T2.75,1429.0,,,,0.99,0.505,2,,0.0,,0.0,Economics
KXTSAW-25AUG24-A2.60,9479.0,0.01,691.0,0.07289798501951683,0.19,0.095,152,0.06305884297520661,605.0,0.01,1.0,Economics
KXTRUFTSA-26MAY05-T3440000,1429.0,0.01,57.0,0.03988803358992302,1.0,0.5,52,0.01,10.0,0.01,10.0,Economics
KXCPIYOY-25AUG-T3.1,81989.0,0.07,38972.0,0.47533205673931866,0.1,0.15000000000000002,755,,0.0,,0.0,Economics
KXTRUFCPI-26MAY08-T1.91,1429.0,,,,,,0,,0.0,,0.0,Economics
KXCBDECISIONAUSTRALIA-25DEC08-H25P,43949.0,0.04,21032.0,0.4785546883888143,0.019999999999999997,0.02,644,,0.0,,0.0,Economics
KXECONSTATCPIYOY-25DEC-T2.5,48869.0,0.05,3688.0,0.07546706501053838,0.03,0.015,721,,0.0,0.05,18.0,Economics
KXUSDEBTMON-26MAY01-T39.20,52199.0,0.53,295.0,0.005651449261480105,0.09999999999999998,0.6000000000000001,517,0.5172979041916167,668.0,0.3341937150837988,2148.0,Economics
KXGENERICBALLOTVOTEHUB-26APR17-T5.4,9899.0,0.5,2038.0,0.2058793817557329,0.010000000000000009,0.495,68,,0.0,,0.0,Elections
KXGENERICBALLOTVOTEHUB-26JUN26-T5.2,10019.0,0.5629,588.0,0.05868849186545563,0.020000000000000018,0.58,141,0.5616832134292565,1251.0,0.5616832134292565,1251.0,Elections
KXGENERICBALLOTVOTEHUB-26JUN05-T7.6,10009.0,0.64,2243.0,0.22409831151963233,0.9199999999999999,0.5,105,,0.0,,0.0,Elections
KXGENERICBALLOTVOTEHUB-26JUN12-T6.2,10019.0,0.35,2251.0,0.22467312106996706,0.08000000000000002,0.35,125,,0.0,,0.0,Elections
KXGENERICBALLOTVOTEHUB-26MAY22-T6.3,10049.0,0.59,2345.0,0.2333565528908349,0.07999999999999996,0.6000000000000001,89,,0.0,,0.0,Elections
KXGENERICBALLOTVOTEHUB-26MAY08-T6,10064.0,0.31,243.0,0.024145468998410174,0.010000000000000009,0.305,113,0.31,93.0,0.31,93.0,Elections
KXGENERICBALLOTVOTEHUB-26APR10-T5.5,5459.0,0.7033,475.0,0.08701227331013006,0.08000000000000007,0.75,55,0.6596966386554621,357.0,0.7033,150.0,Elections
KXGENERICBALLOTVOTEHUB-26APR24-T4.8,9719.0,0.51,305.0,0.03138182940631752,0.08000000000000002,0.5,132,0.5114893939393939,330.0,0.5114893939393939,330.0,Elections
KXGENERICBALLOTVOTEHUB-26MAY15-T5.8,10049.0,0.58,636.0,0.06328987959000895,0.07999999999999996,0.6000000000000001,129,0.58,1050.01,0.58,1050.01,Elections
KXGENERICBALLOTVOTEHUB-26JUN19-T5.8,10019.0,0.49,57.0,0.005689190537977842,0.47,0.245,105,0.11177787610619469,113.0,0.11177787610619469,113.0,Elections
KXGENERICBALLOTVOTEHUB-26MAY01-T5.5,9899.0,0.52,146.0,0.014748964541872916,0.05999999999999994,0.55,160,0.5485185185185186,27.0,0.53,2.0,Elections
KXGENERICBALLOTVOTEHUB-26MAY29-T7.4,10049.0,0.63,330.0,0.03283908846651408,0.07999999999999996,0.6499999999999999,131,0.6332258064516129,651.0,0.6332258064516129,651.0,Elections
KXROCKANDROLLHALLOFFAME-26-OAS,66207.45,0.8672,7900.0,0.11932191920999828,0.99,0.495,362,,0.0,,0.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-UNX,43827.166666666664,0.0451,8756.0,0.1997847605936957,0.99,0.495,664,,0.0,,0.0,Entertainment
KXSUPERBOWLHEADLINE-26-KAT,29298.95,0.05,3662.6,0.12500789277431443,0.04,0.02,481,,0.0,,0.0,Entertainment
KXSBSETLISTS-26-NUE,146909.95,0.37,6584.116666666667,0.044817363743345266,0.9,0.55,2297,,0.0,0.38606987951807226,249.0,Entertainment
KXSUPERBOWLHEADLINE-26-JUS,47600.55,0.06,4244.816666666667,0.08917579033575591,0.06,0.03,783,,0.0,0.06,46.0,Entertainment
KXSBSETLISTS-25-MC,39528.13333333333,0.65,897.75,0.022711672024313487,0.9299999999999999,0.525,319,0.65,1.0,0.65,3.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-CAL,43827.166666666664,0.05,5215.0,0.11899012408589803,0.99,0.495,693,,0.0,,0.0,Entertainment
KXSBGUESTS-26-JDV,180511.56666666668,0.55,267.0,0.0014791295922495823,0.07999999999999996,0.6000000000000001,2702,0.55,66.0,0.5198245614035087,114.0,Entertainment
KXROCKANDROLLHALLOFFAME-26-LUT,66207.75,0.54,4729.0,0.07142668343207555,0.99,0.495,513,,0.0,0.54,5.0,Entertainment
KXSBGUESTS-26-BO,182953.71666666667,0.1484,90178.0,0.49290061794317197,0.08000000000000002,0.1,2797,,0.0,,0.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-LOQ,4347.166666666667,0.05,11.0,0.0025303837748725222,0.99,0.495,2140,0.010010062893081763,71550.0,0.010073178168513065,9839.0,Entertainment
KXSBSETLISTS-25-KK,42408.01666666667,0.98,1724.0,0.04065269105959132,0.98,0.5,311,,0.0,0.5625,4.0,Entertainment
KXSBGUESTS-26-TOM,8363.433333333332,0.7,143.0,0.017098241152955527,0.99,0.495,99,0.4034712097200211,1893.0,0.3600309210526316,304.0,Entertainment
KXPUBLICSWIFTLIVELY-26JAN01,150434.0,0.2,97.0,0.0006448010423175612,0.8999999999999999,0.5,2215,0.18880536912751678,596.0,0.1916091627172196,633.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-MEP,43827.166666666664,0.05,6138.0,0.14005012111970125,0.99,0.495,694,,0.0,,0.0,Entertainment
KXSUPERBOWLHEADLINE-26-ADE,23242.233333333334,0.04,1576.3166666666666,0.06782122199960704,0.04,0.02,382,,0.0,0.04,35.0,Entertainment
KXSBGUESTS-25-JK,3456.5833333333335,0.95,330.0,0.09546999686588394,0.06999999999999995,0.9650000000000001,35,0.9693333333333333,30.0,0.95,1.0,Entertainment
KXSTATEMENTCOUNTRCONGRESSIS-25JUL01,23700.0,0.1,84.0,0.0035443037974683543,0.09000000000000001,0.055,341,0.08168333333333334,150.0,0.09135721649484536,194.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-LAJ,43827.166666666664,0.0692,3808.0,0.0868867483258101,0.99,0.495,676,,0.0,0.0692,13.0,Entertainment
KXSBSETLISTS-26-YON,157042.23333333334,0.21,29084.0,0.18519858882971396,0.09999999999999999,0.16,2434,,0.0,,0.0,Entertainment
KXROCKANDROLLHALLOFFAME-26-PIN,66205.76666666666,0.26,3834.0,0.057910363296651404,0.99,0.495,871,,0.0,0.26,10.0,Entertainment
KXSBHEADLINE-26-DRA,280922.35,,,,0.99,0.495,13,,0.0,,0.0,Entertainment
KXSBSETLISTS-26-TIT,156453.43333333332,0.97,25214.0,0.1611597742714925,0.09999999999999998,0.9299999999999999,2010,,0.0,,0.0,Entertainment
KXROCKANDROLLHALLOFFAME-26-INX,66207.1,0.34,10679.0,0.16129690018140047,0.99,0.495,544,,0.0,,0.0,Entertainment
KXSBGUESTS-26-DJT,180509.58333333334,0.56,266.0,0.0014736059719820968,0.07999999999999996,0.6000000000000001,2939,0.4925358166189112,349.0,0.5685442546583852,1288.0,Entertainment
KXSBGUESTS-25-DJT,3456.85,0.93,55.0,0.015910438694186905,0.06999999999999995,0.9650000000000001,245,0.9784567959883875,15156.0,0.9548805385556915,817.0,Entertainment
KXSUPERBOWLHEADLINE-26-SEXX,85266.11666666667,0.05,5489.15,0.06437668577612013,0.09999999999999999,0.1,1384,,0.0,0.05,10.0,Entertainment
KXSUPERBOWLHEADLINE-26-TYL,23242.35,0.04,1915.6666666666667,0.08242138452723873,0.04,0.02,381,,0.0,0.04,25.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-LAM,43827.166666666664,0.45,485.0,0.01106619562447949,0.99,0.495,707,0.39175588235294123,68.0,0.35574452054794525,146.0,Entertainment
KXSBHEADLINE-26-POS,280922.35,,,,0.95,0.475,13,,0.0,,0.0,Entertainment
KXSUPERBOWLHEADLINE-26-COL,29298.966666666667,0.04,4022.8,0.1373017705971428,0.04,0.02,481,,0.0,,0.0,Entertainment
KXSBGUESTS-26-JBEZ,12435.733333333334,0.62,52.0,0.004181498477505682,0.19999999999999996,0.72,166,0.6928877011843303,3293.0,0.6998269556025369,1892.0,Entertainment
KXSUPERBOWLHEADLINE-26-SZA,23246.95,0.04,1920.6833333333334,0.082620874279565,0.04,0.02,381,,0.0,0.04,25.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-TOB,43827.166666666664,0.25,163.0,0.003719154405752901,0.99,0.495,681,0.25,26.0,0.25,26.0,Entertainment
KXSTATEMENTCOUNTPOPE-26JAN01,239100.0,0.13,4864.0,0.020342952739439566,0.08000000000000002,0.1,3517,,0.0,0.12681818181818183,22.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-LAC,43827.166666666664,0.05,6190.0,0.141236599825831,0.99,0.495,684,,0.0,,0.0,Entertainment
KXSBGUESTS-26-AHAT,12447.983333333334,0.25,31.0,0.0024903632315274628,0.17,0.14500000000000002,162,0.1964698734177215,395.0,0.2140902564102564,195.0,Entertainment
KXSUPERBOWLHEADLINE-26-MET,154812.46666666667,0.15,68386.0,0.4417344511876089,0.09999999999999999,0.1,2388,,0.0,,0.0,Entertainment
KXEUROVISIONHOST-26-INNSBRUCK,126501.25,0.2,1305.0,0.010316103595814271,0.98,0.5,1930,0.1989,45.0,0.19441525423728812,59.0,Entertainment
KXSUPERBOWLHEADLINE-26-BIL,154812.28333333333,0.06,85427.0,0.5518102191934168,0.09999999999999999,0.1,2374,,0.0,,0.0,Entertainment
KXEUROVISIONHOST-26-LINZ,126501.25,,,,0.98,0.5,1901,,0.0,,0.0,Entertainment
KXSBSETLISTS-26-TEB,157046.91666666666,0.18,29090.0,0.1852312711222708,0.09999999999999999,0.13,2422,,0.0,,0.0,Entertainment
KXTRUMPNOBEL-25OCT15,6660.0,0.45,1.0,0.00015015015015015014,0.09000000000000002,0.46499999999999997,111,0.6308382485896138,55304.0,0.3686059595407326,9145.0,Entertainment
KXSBSETLISTS-26-DIL,18390.4,0.41,4484.0,0.24382286410301024,0.99,0.495,286,,0.0,,0.0,Entertainment
KXSUPERBOWLHEADLINE-26-CYN,29291.166666666668,0.0329,1637.4666666666667,0.05590308796167218,0.04,0.02,481,,0.0,0.0329,141.0,Entertainment
KXSBGUESTS-26-JB,182953.33333333334,0.0758,95362.0,0.5212367452537987,0.07,0.035,2689,,0.0,,0.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-EFE,43827.166666666664,0.0692,3174.0,0.07242083487030496,0.99,0.495,681,,0.0,0.0692,13.0,Entertainment
KXFIRSTSUPERBOWLSONG-26FEB09-LIK,43827.166666666664,0.05,4428.0,0.101033225206588,0.99,0.495,694,,0.0,,0.0,Entertainment
KXSBSETLISTS-26-DTM,157047.61666666667,0.8213,5818.0,0.03704608910015296,0.07999999999999996,0.96,2000,,0.0,0.8385348672566373,565.0,Entertainment
KXSBSETLISTS-25-ATS,39522.28333333333,0.73,9595.066666666668,0.24277612165626397,0.9299999999999999,0.525,165,,0.0,,0.0,Entertainment
KXINXU-25APR21H1000-T5829.9999,60.0,,,,0.03,0.015,3,,0.0,,0.0,Financials
KXUSDJPYH-25OCT0915-T157.84900,1440.0,,,,,,0,,0.0,,0.0,Financials
KXINXU-26MAY21H1100-T7464.9999,60.0,0.01,7.0,0.11666666666666667,0.04,0.030000000000000002,14,0.01,10.0,0.01,10.0,Financials
KXINXU-26MAR02H1400-T6379.9999,60.0,,,,0.030000000000000027,0.985,23,,0.0,,0.0,Financials
KXINXU-26FEB24H1100-T6999.9999,60.0,,,,0.03,0.015,9,,0.0,,0.0,Financials
KXNASDAQ100U-25MAY01H1400-T20299.99,60.0,,,,0.03,0.015,5,,0.0,,0.0,Financials
KXNASDAQ100U-26FEB05H1400-T27079.99,60.0,,,,0.03,0.015,10,,0.0,,0.0,Financials
KXUSDJPYH-25MAR2412-T155.68900,1440.0,,,,0.98,0.5,4,,0.0,,0.0,Financials
KXINXU-26APR30H1400-T6174.9999,60.0,,,,0.030000000000000027,0.985,6,,0.0,,0.0,Financials
KXINXU-25DEC10H1000-T5969.9999,60.0,,,,0.030000000000000027,0.985,4,,0.0,,0.0,Financials
KXNASDAQ100U-26MAR27H1000-T22759.99,60.0,,,,0.030000000000000027,0.985,4,,0.0,,0.0,Financials
KXNASDAQ100U-26MAR13H1100-T26139.99,60.0,,,,0.3,0.15,4,,0.0,,0.0,Financials
KXUSDJPYH-25NOV0511-T156.29900,1440.0,,,,,,0,,0.0,,0.0,Financials
KXEURUSDH-25AUG0617-T1.15939,1440.0,,,,,,0,,0.0,,0.0,Financials
KXUSDJPYH-25JAN2409-T158.73900,1440.0,,,,,,0,,0.0,,0.0,Financials
KXNASDAQ100U-25NOV20H1100-T25409.99,60.0,,,,0.04,0.02,6,,0.0,,0.0,Financials
KXINXU-26APR06H1300-T6004.9999,60.0,,,,0.030000000000000027,0.985,5,,0.0,,0.0,Financials
KXINXU-26FEB02H1100-T6384.9999,60.0,,,,0.30000000000000004,0.85,5,,0.0,,0.0,Financials
KXNASDAQ100U-25MAY23H1100-T21159.99,60.0,,,,0.99,0.495,25,,0.0,,0.0,Financials
KXUSDJPYH-25SEP0413-T149.61900,1440.0,,,,,,0,,0.0,,0.0,Financials
KXNASDAQ100U-25OCT24H1400-T23329.99,60.0,,,,0.030000000000000027,0.985,3,,0.0,,0.0,Financials
KXNASDAQ100U-25SEP22H1300-T25069.99,60.0,,,,0.03,0.015,6,,0.0,,0.0,Financials
KXINXU-25NOV13H1400-T7584.9999,60.0,,,,0.3,0.15,3,,0.0,,0.0,Financials
KXINXU-25SEP11H1000-T6349.9999,60.0,,,,0.030000000000000027,0.985,6,,0.0,,0.0,Financials
KXINXU-25NOV13H1100-T5849.9999,60.0,,,,0.030000000000000027,0.985,8,,0.0,,0.0,Financials
KXINXU-25MAR18H1500-T5654.9999,60.0,,,,1.0,0.5,11,,0.0,,0.0,Financials
KXNASDAQ100U-25AUG18H1000-T24069.99,60.0,,,,0.03,0.015,4,,0.0,,0.0,Financials
KXUSDJPYH-26JAN2010-T163.90900,1440.0,,,,,,0,,0.0,,0.0,Financials
KXNASDAQ100U-25OCT23H1400-T25299.99,60.0,,,,0.16,0.08,3,,0.0,,0.0,Financials
KXINXU-26FEB24H1100-T7129.9999,60.0,,,,0.03,0.015,9,,0.0,,0.0,Financials
KXINXU-25AUG14H1100-T7294.9999,60.0,,,,0.03,0.015,4,,0.0,,0.0,Financials
KXINXU-25SEP10H1500-T6419.9999,60.0,,,,0.030000000000000027,0.985,4,,0.0,,0.0,Financials
KXEURUSDH-26JAN1215-T1.17579,1440.0,,,,,,0,,0.0,,0.0,Financials
KXINXU-25AUG28H1300-T6604.9999,60.0,,,,0.03,0.015,2,,0.0,,0.0,Financials
KXINXU-25OCT17H1500-T6779.9999,60.0,,,,0.03,0.015,6,,0.0,,0.0,Financials
KXNASDAQ100U-25DEC17H1400-T25339.99,60.0,,,,0.16,0.08,4,,0.0,,0.0,Financials
KXINXU-26FEB26H1000-T6904.9999,60.0,,,,0.040000000000000036,0.98,24,,0.0,,0.0,Financials
KXNASDAQ100U-25NOV12H1300-T25849.99,60.0,,,,0.03,0.015,2,,0.0,,0.0,Financials
KXNASDAQ100U-25JUN10H1100-T21859.99,60.0,0.47,14.0,0.23333333333333334,0.04999999999999999,0.405,60,0.2465943250214961,5815.0,0.2465943250214961,5815.0,Financials
KXUSDJPYH-25MAY0710-T146.01900,1440.0,,,,0.99,0.495,1,,0.0,,0.0,Financials
KXNASDAQ100U-25MAR24H1400-T19899.99,60.0,,,,0.030000000000000027,0.985,2,,0.0,,0.0,Financials
KXUSDJPYH-25DEC1810-T148.83900,1440.0,,,,,,0,,0.0,,0.0,Financials
KXNASDAQ100U-26JUN22H1000-T28899.99,60.0,,,,0.010000000000000009,0.995,1,,0.0,,0.0,Financials
KXINXU-25JUN13H1200-T6829.9999,60.0,,,,0.03,0.015,3,,0.0,,0.0,Financials
KXNASDAQ100U-25SEP02H1300-T23239.99,60.0,,,,0.03,0.015,2,,0.0,,0.0,Financials
KXEURUSDH-25MAR1812-T1.08239,1440.0,,,,,,0,,0.0,,0.0,Financials
KXINXU-25MAY07H1000-T5759.9999,60.0,,,,0.03,0.015,8,,0.0,,0.0,Financials
KXNASDAQ100U-26MAY26H1400-T30859.99,60.0,,,,0.03,0.015,2,,0.0,,0.0,Financials
KXNASDAQ100U-25SEP25H1200-T25959.99,60.0,,,,0.03,0.015,2,,0.0,,0.0,Financials
KXUSDJPYH-25MAR1816-T146.19900,1440.0,,,,,,0,,0.0,,0.0,Financials
KXTRUMPMENTION-25OCT22-NATI,410.4166666666667,0.25,119.0,0.2899492385786802,0.86,0.48000000000000004,136,0.6549050289017342,5190.0,,0.0,Mentions
KXDIMONMENTION-25DEC07-RARE,2890.1666666666665,0.5238,218.0,0.07542817599907733,0.9,0.46,717,0.4918688311688312,616.0,0.5238,185.0,Mentions
KXNCAABMENTION-26FEB20BGSUMOH-DRAF,660.0,0.57,122.0,0.18484848484848485,0.9,0.46,64,0.3673372549019608,255.0,,0.0,Mentions
KXHARTMENTION-25NOV25-NETF,3840.0,0.9,120.0,0.03125,0.91,0.455,1377,0.38401664691943127,1688.0,0.36558516483516484,546.0,Mentions
KXTRUMPSAY-25OCT01-MAR,14799.183333333332,0.4,23.466666666666665,0.0015856730833120295,0.08000000000000002,0.36,156,0.4421968397291197,443.0,0.4421968397291197,443.0,Mentions
KXACOOPERMENTION-25NOV19-MCDO,2400.0,0.2,160.0,0.06666666666666667,0.91,0.455,379,0.3377299956840743,2317.0,0.2,94.0,Mentions
KXTRUMPMENTION-26MAY22-IRAN,3201.2,0.58,73.0,0.022803948519305263,0.5700000000000001,0.615,568,0.6794904739198939,482.3599999999999,0.6644303797468353,1.58,Mentions
KXTRUMPMENTIONB-25NOV02-INVE,2145.0,0.63,843.0,0.393006993006993,0.86,0.48000000000000004,313,0.0942425,6640.0,,0.0,Mentions
KXTRUMPMENTIONB-26JAN30-HEAL,393.9,0.55,82.0,0.2081746636202082,0.86,0.48000000000000004,236,0.37326468801284984,28639.0,,0.0,Mentions
KXEARNINGSMENTIONCVNA-26JUN30-AUCT,3244.75,0.85,803.0,0.24747669311965484,0.9,0.45,121,0.8326923076923076,26.0,,0.0,Mentions
KXWCMENTION-26JUN12USAPAR-HAND,3126.6833333333334,0.65,1132.0,0.36204497843828126,0.97,0.495,959,0.5619171763869132,393.68,,0.0,Mentions
KXLASTWORDMENTION-26JUN01C-NUCL,240.43333333333334,0.3371,134.0,0.5573270483848607,0.9,0.46,78,0.12027398172116859,567.87,,0.0,Mentions
KXAWARDMENTION-25DEC07-FAZE,2850.0,0.91,468.0,0.16421052631578947,0.98,0.5,350,0.8309888357256778,627.0,,0.0,Mentions
KXTRUMPMENTIONB-25DEC12-HANU,1439.9166666666667,0.6,0.9166666666666666,0.000636610914983506,0.7,0.4,470,0.8750630217878228,9822.0,0.6989923954372625,526.0,Mentions
KXTRUMPMENTION-26FEB22-MADU,1317.4333333333334,0.35,447.0,0.339296106064823,0.86,0.48000000000000004,435,0.0957270234241097,15753.0,,0.0,Mentions
KXNBAMENTION-26JUN03NYKSAS-TRIP,4120.6,0.35,418.0,0.10144153764014949,0.94,0.48,1006,0.36381218985976266,37.08,,0.0,Mentions
KXSECPRESSMENTION-26MAR16-POLI,10166.716666666667,0.4638,99.0,0.009737657027916256,0.10000000000000003,0.4,157,0.5407756603773586,530.0,0.49286899224806197,258.0,Mentions
KXTRUMPMENTIONB-26JAN30-AFFO,1152.1833333333334,0.55,123.0,0.10675384415095977,0.86,0.48000000000000004,450,0.34675373561180844,42309.0,,0.0,Mentions
KXTRUMPMENTIONB-25NOV13-CRYP,2070.0,0.22,26.0,0.012560386473429951,0.86,0.48000000000000004,693,0.17245035523114352,10275.0,0.21232412698412698,630.0,Mentions
