price_def,model,auc_mean,auc_sd,log_loss_mean,log_loss_sd,brier_mean,market_brier_mean,n_folds,auc_gain_vs_price_only,ll_gain_vs_price_only
first_trade_price,grad_boosting,0.7986723164447754,0.006177772318082744,0.537097796752167,0.006261145123121775,0.1814882438245141,0.1849659273643071,5,0.003188318029818782,0.006275483792400394
first_trade_price,logistic_l2,0.795973103056574,0.007053737533105258,0.5423864851220602,0.008071876780024054,0.1827695685984564,0.1849659273643071,5,0.0004891046416173328,0.0009867954225071252
first_trade_price,price_only_logistic,0.7954839984149567,0.006721003632898031,0.5433732805445673,0.0077621253266482275,0.18325804213951039,0.1849659273643071,5,0.0,0.0
first_trade_price,random_forest,0.7994592029940806,0.006149941109407161,0.543079064664447,0.006398615147005107,0.18261689933656827,0.1849659273643071,5,0.0039752045791239254,0.00029421588012035205
